,SFF-runtime,SFF-maxflow
1,0.004000425338745117,50.0
11,0.004967212677001953,312.0
21,0.00696253776550293,540.0
31,0.006999492645263672,790.0
41,0.009998321533203125,973.0
51,0.007999897003173828,1330.0
61,0.00800013542175293,1422.0
71,0.010039567947387695,1917.0
81,0.010958671569824219,2186.0
91,0.008032798767089844,1963.0
101,0.011009931564331055,2357.0
