,Filename,SFF-runtime,SFF-maxflow
0,10x20-c2.txt,0.004210948944091797,20.0
1,15x25-c2.txt,0.011413097381591797,30.0
2,20x35-c2.txt,0.03573107719421387,40.0
3,50x50-c2.txt,0.23223590850830078,100.0
