Filename,FF-runtime,FF-maxflow,PP-runtime,PP-maxflow,SFF-runtime,SFF-maxflow
10x20-c2.txt,0.0816230773925781,20,0.0356569290161132,20.0,0.0042109489440917,20.0
15x25-c2.txt,0.4156742095947265,30,0.1300411224365234,30.0,0.0114130973815917,30.0
20x35-c2.txt,1.9037888050079343,40,0.3862471580505371,40.0,0.0357310771942138,40.0
50x50-c2.txt,60.30307483673096,100,4.66785192489624,100.0,0.2322359085083007,100.0
