,Filename,PP-runtime,PP-maxflow
0,10x20-c2.txt,0.03565692901611328,20.0
1,15x25-c2.txt,0.13004112243652344,30.0
2,20x35-c2.txt,0.3862471580505371,40.0
3,50x50-c2.txt,4.66785192489624,100.0
