,Filename,FF-runtime,FF-maxflow
0,10x20-c2.txt,0.08162307739257812,20
1,15x25-c2.txt,0.41567420959472656,30
2,20x35-c2.txt,1.9037888050079346,40
3,50x50-c2.txt,60.30307483673096,100
