,Filename,PP-runtime,PP-maxflow
0,10x20-c100.txt,5.576911926269531,299.0
1,10x20-c1000.txt,3.4267098903656006,3045.0
2,10x20-c2500.txt,4.112948894500732,7971.0
3,10x20-c500.txt,2.9853150844573975,1045.0
