,PP-runtime,PP-maxflow
1,0.004995584487915039,50.0
11,0.009999752044677734,312.0
21,0.013000249862670898,540.0
31,0.01300048828125,790.0
41,0.014000415802001953,973.0
51,0.01399993896484375,1330.0
61,0.010999679565429688,1422.0
71,0.012999534606933594,1917.0
81,0.013999700546264648,2186.0
91,0.010993003845214844,1963.0
101,0.24799728393554688,2357.0
