,SFF-runtime,SFF-maxflow
0.1,0.003880739212036133,168.0
0.2,0.004999637603759766,260.0
0.3,0.006000041961669922,243.0
0.4,0.003999948501586914,268.0
0.5,0.005073070526123047,258.0
0.6,0.006008148193359375,261.0
0.7,0.005998849868774414,262.0
0.8,0.004999637603759766,284.0
0.9,0.0029997825622558594,264.0
1.0,0.0070002079010009766,263.0
