,FF-runtime,FF-maxflow
1,0.09406423568725586,50.0
101,3.8539164066314697,2357.0
11,0.5229990482330322,312.0
21,0.9629971981048584,540.0
31,1.4840078353881836,790.0
41,1.7489969730377197,973.0
51,2.4649839401245117,1330.0
61,2.8259944915771484,1422.0
71,3.26798677444458,1917.0
81,4.113984107971191,2186.0
91,3.2220277786254883,1963.0
