,Filename,SFF-runtime,SFF-maxflow
0,largeMesh.txt,0.14754104614257812,227.0
1,mediumMesh.txt,0.006611824035644531,39.0
2,smallMesh.txt,0.00011324882507324219,6.0
3,xlargeMesh.txt,0.8241510391235352,1523.0
