,FF-runtime,FF-maxflow
1,0.0,10.0
101,0.8808481693267822,250.0
11,0.00499272346496582,69.0
21,0.036009788513183594,116.0
31,0.1010282039642334,151.0
41,0.29399824142456055,243.0
51,0.5000729560852051,257.0
61,0.6229498386383057,303.0
71,0.6570744514465332,269.0
81,0.9519522190093994,308.0
91,0.884033203125,271.0
