,FF-runtime,FF-maxflow
0.1,0.05800032615661621,168.0
0.2,0.1920771598815918,260.0
0.3,0.27204442024230957,243.0
0.4,0.46704626083374023,268.0
0.5,0.5577435493469238,258.0
0.6,0.6646783351898193,261.0
0.7,0.7609472274780273,262.0
0.8,0.9679617881774902,284.0
0.9,0.9199409484863281,264.0
1,1.0989899635314941,263.0
