,PP-runtime,PP-maxflow
0.1,0.0829160213470459,168.0
0.2,0.018001317977905273,260.0
0.3,0.23299884796142578,243.0
0.4,0.2230372428894043,268.0
0.5,0.010997772216796875,258.0
0.6,0.24094867706298828,261.0
0.7,0.24710464477539062,262.0
0.8,0.013930559158325195,284.0
0.9,0.021010160446166992,264.0
1.0,0.32399940490722656,263.0
