,SFF-runtime,SFF-maxflow
1,0.0010001659393310547,8.0
11,0.0,71.0
21,0.0010066032409667969,131.0
31,0.0019996166229248047,173.0
41,0.004004478454589844,274.0
51,0.005995512008666992,310.0
61,0.0060002803802490234,300.0
71,0.003994941711425781,269.0
81,0.003999471664428711,234.0
91,0.004995822906494141,306.0
101,0.004999876022338867,260.0
